brawler1,brawler2,brawler3,picks,wr,map
EVE,JUJU,MANDY,10,0,layer_cake
GROM,HANK,SQUEAK,10,0.7,layer_cake
ANGELO,CARL,TICK,10,0.6,layer_cake
GRAY,LILY,MANDY,10,0.6,layer_cake
BERRY,CARL,GENE,10,0.8,layer_cake
LILY,MANDY,SPROUT,10,0.6,layer_cake
GRAY,GROM,R-T,10,0.4,layer_cake
GENE,JUJU,TICK,10,0.8,layer_cake
CARL,LEON,SPROUT,10,0.5,layer_cake
JANET,MANDY,MR. P,10,0.2,layer_cake
KENJI,PIPER,TICK,10,0.6,layer_cake
CARL,JANET,KENJI,10,0.8,layer_cake
ANGELO,CARL,MELODIE,10,0.6,layer_cake
BROCK,GRAY,PEARL,10,0.5,layer_cake
BEA,JANET,OLLIE,10,0.4,layer_cake
ASH,CARL,GENE,10,0.6,layer_cake
GRAY,KENJI,LEON,10,0.5,layer_cake
GUS,MELODIE,SPROUT,10,0.5,layer_cake
GENE,GUS,LOU,10,0.2,layer_cake
BEA,GRAY,SPROUT,10,0.3,layer_cake
GUS,JUJU,KENJI,10,0.4,layer_cake
GENE,R-T,SHADE,10,0.8,layer_cake
BROCK,GUS,SQUEAK,10,0.7,layer_cake
LOU,MANDY,SPROUT,10,0.5,layer_cake
JANET,MAX,MELODIE,10,0.8,layer_cake
JANET,OLLIE,PIPER,10,0.8,layer_cake
CARL,MEEPLE,PENNY,10,0.6,layer_cake
GUS,JUJU,MORTIS,10,1,layer_cake
ANGELO,MANDY,OLLIE,10,0.8,layer_cake
GENE,KENJI,MORTIS,10,0.3,layer_cake
BEA,JUJU,SQUEAK,10,0.5,layer_cake
BROCK,PENNY,SHADE,10,0.6,layer_cake
GUS,HANK,JANET,10,0.6,layer_cake
BROCK,CORDELIUS,GRAY,10,1,layer_cake
CARL,PIPER,SPROUT,10,0.4,layer_cake
BROCK,MANDY,PIPER,10,0.4,layer_cake
KIT,MANDY,MORTIS,10,0.7,layer_cake
JUJU,MEEPLE,SQUEAK,10,0.8,layer_cake
BUZZ,JANET,PENNY,10,0.5,layer_cake
CARL,LARRY & LAWRIE,PENNY,10,0.8,layer_cake
MELODIE,PENNY,PIPER,10,0.5,layer_cake
JANET,LEON,PENNY,10,0.5,layer_cake
DARRYL,MANDY,PIPER,10,1,layer_cake
GRAY,GROM,LEON,10,0.3,layer_cake
BROCK,GRAY,MR. P,10,0.6,layer_cake
GUS,R-T,SPROUT,10,0.2,layer_cake
GRAY,HANK,KIT,10,0.5,layer_cake
GUS,MORTIS,SQUEAK,10,0.6,layer_cake
CARL,DYNAMIKE,GENE,10,0.6,layer_cake
BUZZ,JANET,SQUEAK,10,0.7,layer_cake
JUJU,KENJI,SQUEAK,10,1,layer_cake
GRAY,LOU,MR. P,10,0.3,layer_cake
ANGELO,R-T,TICK,10,0.6,layer_cake
BUZZ,CARL,GRAY,10,0.5,layer_cake
GENE,MELODIE,TICK,10,0.4,layer_cake
GENE,PEARL,SPROUT,10,0.6,shooting_star
FANG,GENE,MANDY,10,0.8,shooting_star
BELLE,MAX,MR. P,10,0.2,shooting_star
BELLE,NANI,SQUEAK,10,0.8,shooting_star
BELLE,EVE,GUS,10,0.6,shooting_star
ANGELO,BROCK,JUJU,10,0.5,shooting_star
MANDY,MEEPLE,NANI,10,0.6,shooting_star
GENE,MR. P,PEARL,10,0.6,shooting_star
BYRON,GUS,MR. P,10,1,shooting_star
GRAY,LEON,TICK,10,0.3,shooting_star
BEA,MR. P,NANI,10,0.7,shooting_star
8-BIT,GRAY,MANDY,10,0.8,shooting_star
MANDY,MAX,PENNY,10,0.6,shooting_star
GRAY,MAX,R-T,10,0.6,shooting_star
BROCK,R-T,SPROUT,10,0.4,shooting_star
MR. P,NANI,OLLIE,10,0.4,shooting_star
BEA,GENE,GROM,10,0.6,shooting_star
GROM,GUS,LEON,10,0.6,shooting_star
BYRON,GUS,OLLIE,10,0.6,shooting_star
GRAY,KENJI,PIPER,10,0.2,shooting_star
BROCK,GRAY,MAX,10,0.5,shooting_star
BYRON,HANK,MELODIE,10,0.6,shooting_star
GROM,PEARL,PIPER,10,0.2,shooting_star
8-BIT,MANDY,NANI,10,0.5,shooting_star
BELLE,LEON,MR. P,10,0.7,shooting_star
MANDY,MR. P,R-T,10,0.6,shooting_star
CARL,GUS,R-T,10,0.4,shooting_star
MANDY,PEARL,SPROUT,10,0.3,shooting_star
LEON,PEARL,PIPER,10,0.6,shooting_star
BYRON,GRAY,MELODIE,10,0.2,shooting_star
BROCK,GRAY,SPROUT,10,0.3,shooting_star
GRAY,NANI,SQUEAK,10,1,shooting_star
GENE,PENNY,R-T,10,0.8,shooting_star
BROCK,GENE,TICK,10,0.2,shooting_star
BELLE,MAX,OLLIE,10,0.4,shooting_star
GUS,MANDY,PEARL,10,0.6,shooting_star
EVE,GROM,GUS,10,0.5,shooting_star
GROM,MAX,PIPER,10,0.4,shooting_star
GUS,NANI,PEARL,10,0.6,shooting_star
JUJU,MELODIE,PIPER,10,0.6,shooting_star
BEA,NANI,SPROUT,10,0.7,shooting_star
GROM,MANDY,PEARL,10,0.8,shooting_star
MR. P,PEARL,PIPER,10,0.6,shooting_star
BROCK,CARL,MANDY,10,0.4,shooting_star
GRAY,MORTIS,MR. P,10,0.7,shooting_star
BYRON,MORTIS,MR. P,10,0.8,shooting_star
LOU,NANI,PIPER,10,0.4,shooting_star
MEEPLE,NANI,PIPER,10,0.7,shooting_star
NANI,R-T,SQUEAK,10,0.4,shooting_star
BEA,BELLE,JUJU,10,0.4,shooting_star
GENE,NANI,PENNY,10,0.6,shooting_star
JUJU,MANDY,MORTIS,10,0.8,shooting_star
BELLE,GRAY,GROM,10,0.5,shooting_star
BEA,MANDY,SPROUT,10,0.6,shooting_star
BROCK,LEON,TICK,10,0.2,shooting_star
CARL,MELODIE,PIPER,10,0.5,shooting_star
OLLIE,PIPER,R-T,10,0.6,shooting_star
MANDY,MAX,MORTIS,10,0.3,shooting_star
ANGELO,MELODIE,R-T,10,0.4,shooting_star
MAX,MR. P,PIPER,10,0.2,shooting_star
BEA,GENE,JUJU,10,0.4,shooting_star
PENNY,PIPER,SQUEAK,10,0.6,shooting_star
CARL,MANDY,SPROUT,10,0.6,shooting_star
BELLE,JUJU,MR. P,10,0.2,shooting_star
CARL,MANDY,TICK,10,0.4,shooting_star
BROCK,GRAY,LEON,10,0.7,shooting_star
GUS,JANET,NANI,10,0.6,shooting_star
ANGELO,MAX,TICK,10,0.4,shooting_star
GENE,LEON,OLLIE,10,0.4,shooting_star
NANI,PENNY,TICK,10,0.4,shooting_star
LOU,MEEPLE,MELODIE,10,0.6,triple_dribble
LOU,MELODIE,OLLIE,10,0.8,triple_dribble
JUJU,SANDY,STU,10,0.4,triple_dribble
OLLIE,OTIS,STU,10,0.4,triple_dribble
BEA,MORTIS,SQUEAK,10,0.4,triple_dribble
HANK,MORTIS,POCO,10,0.8,triple_dribble
FRANK,JANET,OTIS,10,0.5,triple_dribble
CARL,JANET,OLLIE,10,0.5,triple_dribble
LOU,MAISIE,MELODIE,10,1,triple_dribble
CARL,FRANK,LARRY & LAWRIE,10,0.6,triple_dribble
JACKY,JANET,MAX,10,0.4,triple_dribble
BEA,RICO,SHADE,10,0.4,triple_dribble
BUZZ,DYNAMIKE,JANET,10,0.4,triple_dribble
CARL,LOU,SHADE,10,0.8,triple_dribble
BEA,DYNAMIKE,RICO,10,0.4,triple_dribble
BUSTER,LOU,STU,10,0.6,triple_dribble
MELODIE,PENNY,RICO,10,0.4,triple_dribble
MORTIS,MR. P,OLLIE,10,0.2,triple_dribble
BARLEY,OTIS,RICO,10,0.5,triple_dribble
BUZZ,MEEPLE,MR. P,10,0.4,triple_dribble
CARL,MAISIE,MR. P,10,0.4,triple_dribble
BERRY,MEEPLE,OLLIE,10,0.6,triple_dribble
DYNAMIKE,GRAY,LOU,10,0.4,triple_dribble
MAISIE,MAX,RICO,10,0.5,triple_dribble
MR. P,OLLIE,POCO,10,0.7,triple_dribble
EL PRIMO,LOU,STU,10,0.6,triple_dribble
GRIFF,MORTIS,STU,10,0.4,triple_dribble
MOE,MORTIS,STU,10,0.8,triple_dribble
BUSTER,CARL,STU,10,0.6,triple_dribble
MEEPLE,RICO,SQUEAK,10,0.6,triple_dribble
BEA,CARL,OLLIE,10,0.8,triple_dribble
GUS,HANK,RICO,10,0.2,triple_dribble
JACKY,KENJI,STU,10,0.5,triple_dribble
BEA,CARL,MELODIE,10,0.3,triple_dribble
BARLEY,KENJI,MAISIE,10,0.5,triple_dribble
BEA,FRANK,OLLIE,10,1,triple_dribble
CARL,HANK,MAX,10,0.8,triple_dribble
BARLEY,OLLIE,POCO,10,1,triple_dribble
BEA,JACKY,RICO,10,0.5,triple_dribble
JUJU,MELODIE,POCO,10,0.4,triple_dribble
BEA,HANK,JANET,10,0.4,triple_dribble
ASH,LOU,STU,10,0.6,triple_dribble
CARL,CHESTER,JUJU,10,0.6,triple_dribble
MAISIE,MAX,OLLIE,10,0.6,triple_dribble
MEEPLE,PENNY,STU,10,0.25,triple_dribble
HANK,JUJU,MORTIS,10,0.7,triple_dribble
HANK,LARRY & LAWRIE,MAISIE,10,0.8,triple_dribble
LOU,MAX,SQUEAK,10,0.5,triple_dribble
BEA,CHESTER,DYNAMIKE,10,0.7,triple_dribble
BIBI,CARL,DYNAMIKE,10,0.5,triple_dribble
BARLEY,MEEPLE,SQUEAK,10,0.65,triple_dribble
BUZZ,JANET,MELODIE,10,0.4,triple_dribble
EL PRIMO,JANET,RICO,10,0.6,triple_dribble
CARL,COLETTE,STU,10,0.2,triple_dribble
ASH,MORTIS,STU,10,0.7,triple_dribble
CARL,HANK,LOU,10,0.5,triple_dribble
BEA,JUJU,SURGE,10,0.65,triple_dribble
JANET,OTIS,STU,10,0.2,triple_dribble
FRANK,MAISIE,MAX,10,0.2,triple_dribble
GRAY,JANET,JUJU,10,0.5,triple_dribble
BUZZ,DYNAMIKE,STU,10,0.8,triple_dribble
BEA,BIBI,JUJU,10,0.6,triple_dribble
JANET,MELODIE,POCO,10,0.8,triple_dribble
JANET,LOU,RICO,10,0.5,triple_dribble
BEA,MELODIE,OLLIE,10,0.6,triple_dribble
ASH,JUJU,LOU,10,0.7,triple_dribble
CARL,MELODIE,OLLIE,10,0.6,triple_dribble
DYNAMIKE,SQUEAK,STU,10,0.3,triple_dribble
EL PRIMO,MELODIE,STU,10,0.6,triple_dribble
GRIFF,JANET,LARRY & LAWRIE,10,0.4,triple_dribble
CARL,HANK,LARRY & LAWRIE,10,0.8,triple_dribble
JUJU,POCO,SURGE,10,0.3,triple_dribble
DYNAMIKE,KENJI,RICO,10,0.6,triple_dribble
BERRY,GRAY,OLLIE,10,0.4,triple_dribble
LARRY & LAWRIE,LOU,MORTIS,10,0.45,triple_dribble
DYNAMIKE,MELODIE,RICO,10,0.7,triple_dribble
CARL,JUJU,SANDY,10,0.8,triple_dribble
BARLEY,CARL,JUJU,10,0.65,triple_dribble
BUSTER,MORTIS,STU,10,0.2,triple_dribble
CARL,STU,WILLOW,10,0.6,triple_dribble
JUJU,MAX,SHADE,10,0.3,triple_dribble
FRANK,SANDY,STU,10,0.8,triple_dribble
CARL,RICO,SHADE,10,0.5,triple_dribble
GRAY,JUJU,LOU,10,0.6,triple_dribble
BARLEY,OLLIE,SQUEAK,10,0.6,triple_dribble
CHESTER,DYNAMIKE,STU,10,0.6,triple_dribble
GRAY,MR. P,RICO,10,0.4,triple_dribble
CARL,RICO,SURGE,10,0.7,triple_dribble
COLETTE,RICO,STU,10,0.4,triple_dribble
ASH,MEEPLE,STU,10,0.4,triple_dribble
BEA,CARL,PENNY,10,0.85,triple_dribble
CARL,MORTIS,MR. P,10,0,triple_dribble
BEA,BUZZ,SQUEAK,10,0.2,triple_dribble
CARL,MAISIE,SHADE,10,0.8,triple_dribble
BEA,LARRY & LAWRIE,MELODIE,10,0.3,triple_dribble
JANET,OLLIE,RICO,10,0.8,triple_dribble
CARL,FRANK,MEEPLE,10,0.4,triple_dribble
GRAY,JACKY,JANET,10,0.8,triple_dribble
MAISIE,MR. P,SURGE,10,0.15,triple_dribble
JACKY,MR. P,POCO,10,0.4,triple_dribble
BARLEY,CARL,CHESTER,10,0.8,triple_dribble
CARL,HANK,MELODIE,10,0.2,triple_dribble
BARLEY,EL PRIMO,MAX,10,0.6,triple_dribble
GRAY,JUJU,MORTIS,10,0.3,triple_dribble
CARL,GRIFF,MEEPLE,10,0.6,triple_dribble
MEEPLE,MELODIE,OTIS,10,0.4,triple_dribble
CARL,LOU,MEEPLE,10,0.55,triple_dribble
FRANK,LARRY & LAWRIE,POCO,10,0.4,triple_dribble
HANK,JANET,SQUEAK,10,0.8,triple_dribble
JUJU,MR. P,RICO,10,0.8,triple_dribble
MELODIE,PENNY,STU,10,0.3,triple_dribble
FRANK,JUJU,KENJI,10,0.7,triple_dribble
JACKY,JANET,MAISIE,10,0.4,triple_dribble
BIBI,LOU,RICO,10,0.5,triple_dribble
NITA,OLLIE,STU,10,0.45,triple_dribble
JANET,OLLIE,SURGE,10,0.6,triple_dribble
LOU,MEEPLE,MR. P,10,0.5,triple_dribble
CARL,MAX,NITA,10,0.3,triple_dribble
DYNAMIKE,MEEPLE,RICO,10,0.1,triple_dribble
ASH,MAX,MR. P,10,0.3,triple_dribble
JACKY,RICO,STU,10,0.6,triple_dribble
ASH,DYNAMIKE,MEEPLE,10,0.8,triple_dribble
DYNAMIKE,SPIKE,STU,10,0.6,triple_dribble
CARL,JUJU,PENNY,10,0.4,triple_dribble
CHESTER,JUJU,RICO,10,0.5,triple_dribble
EL PRIMO,NITA,STU,10,0.2,triple_dribble
HANK,JUJU,SURGE,10,0.5,triple_dribble
BARLEY,CHESTER,NITA,10,0.3,triple_dribble
BEA,EL PRIMO,POCO,10,0.4,triple_dribble
BARLEY,BIBI,CARL,10,0.45,triple_dribble
JANET,MEEPLE,OLLIE,10,0.5,triple_dribble
BIBI,JUJU,TARA,10,0.2,triple_dribble
MR. P,OTIS,RICO,10,0.5,triple_dribble
EL PRIMO,OLLIE,POCO,10,0.7,triple_dribble
JANET,PENNY,STU,10,0.3,triple_dribble
FRANK,JUJU,MORTIS,10,0.6,triple_dribble
DARRYL,JUJU,RICO,10,0.6,triple_dribble
LARRY & LAWRIE,MAX,SHADE,10,0.35,triple_dribble
MORTIS,MR. P,SURGE,10,0.6,pinball_dreams
MAX,OLLIE,STU,10,0.8,pinball_dreams
BEA,NITA,SANDY,10,0.8,pinball_dreams
BELLE,MELODIE,STU,10,1,pinball_dreams
BERRY,LOU,MR. P,10,0.6,pinball_dreams
ASH,BYRON,STU,10,0.7,pinball_dreams
BUZZ,CARL,JUJU,10,0.4,pinball_dreams
DARRYL,RICO,STU,10,0.3,pinball_dreams
HANK,PIPER,STU,10,0.8,pinball_dreams
FRANK,GUS,RICO,10,0.7,pinball_dreams
DARRYL,GUS,SQUEAK,10,0.8,pinball_dreams
BERRY,CARL,STU,10,0.3,pinball_dreams
DYNAMIKE,MAX,SANDY,10,0.8,pinball_dreams
ASH,RICO,SURGE,10,0.8,pinball_dreams
LOU,MR. P,POCO,10,0.4,pinball_dreams
CARL,RICO,TARA,10,0.6,pinball_dreams
GRAY,JUJU,MEEPLE,10,0.8,pinball_dreams
COLETTE,JUJU,OLLIE,10,0.7,pinball_dreams
BEA,GRIFF,MORTIS,10,0.6,pinball_dreams
LARRY & LAWRIE,LOU,OLLIE,10,0.8,pinball_dreams
CHESTER,MR. P,SURGE,10,0.3,pinball_dreams
CHESTER,HANK,MEEPLE,10,0.6,pinball_dreams
FRANK,HANK,LOU,10,0.8,pinball_dreams
BEA,NITA,RICO,10,0.45,pinball_dreams
BARLEY,GRIFF,RICO,10,0.3,pinball_dreams
DYNAMIKE,LOU,RICO,10,0.4,pinball_dreams
EL PRIMO,LOU,OLLIE,10,0.6,pinball_dreams
KENJI,PENNY,STU,10,0.3,pinball_dreams
ASH,NITA,STU,10,0.4,pinball_dreams
BYRON,CARL,FRANK,10,0.6,pinball_dreams
CHESTER,HANK,MORTIS,10,0.7,pinball_dreams
ASH,CARL,MAX,10,0.3,pinball_dreams
HANK,MORTIS,STU,10,0.65,pinball_dreams
CHESTER,LOU,STU,10,0.65,pinball_dreams
GRAY,MAX,NITA,10,0.6,pinball_dreams
HANK,MORTIS,RICO,10,0.4,pinball_dreams
BARLEY,CARL,HANK,10,0.6,pinball_dreams
LOU,STU,TARA,10,0.6,pinball_dreams
BUZZ,RICO,SURGE,10,0.4,pinball_dreams
BEA,CHESTER,LARRY & LAWRIE,10,0.2,pinball_dreams
HANK,MAX,RICO,10,0.4,pinball_dreams
BIBI,GRAY,STU,10,0.8,pinball_dreams
MAX,MORTIS,NITA,10,0.8,pinball_dreams
BUZZ,CARL,SQUEAK,10,0.7,pinball_dreams
BEA,JUJU,SHADE,10,0.6,pinball_dreams
HANK,LOU,RICO,10,0.5,pinball_dreams
MAX,MR. P,STU,10,0.85,pinball_dreams
CHESTER,LOU,RICO,10,0.55,pinball_dreams
BEA,CHESTER,DYNAMIKE,10,0.7,pinball_dreams
GUS,JANET,RICO,10,0.4,pinball_dreams
BEA,BIBI,MR. P,10,1,pinball_dreams
HANK,JANET,JUJU,10,0.7,pinball_dreams
EL PRIMO,MAX,OLLIE,10,0.6,pinball_dreams
BEA,CARL,EL PRIMO,10,0.5,pinball_dreams
BEA,BUSTER,SURGE,10,0.65,pinball_dreams
CARL,MAX,MELODIE,10,0.6,pinball_dreams
MAX,OLLIE,SANDY,10,0.1,pinball_dreams
JUJU,STU,TARA,10,0.75,pinball_dreams
KENJI,MR. P,RICO,10,0.7,pinball_dreams
BEA,CARL,SHADE,10,0.45,pinball_dreams
MR. P,OLLIE,SURGE,10,0.7,pinball_dreams
BEA,GRAY,LARRY & LAWRIE,10,0.6,pinball_dreams
CARL,GUS,NITA,10,0.5,pinball_dreams
BERRY,LOU,OLLIE,10,0.8,pinball_dreams
MAISIE,MEEPLE,STU,10,0.8,pinball_dreams
CHESTER,MEEPLE,MR. P,10,0.4,pinball_dreams
GUS,LARRY & LAWRIE,OLLIE,10,0.8,pinball_dreams
BEA,COLETTE,GRIFF,10,0.4,pinball_dreams
JANET,LARRY & LAWRIE,LOU,10,0.7,pinball_dreams
CHESTER,FRANK,SQUEAK,10,0.2,pinball_dreams
BYRON,FRANK,STU,10,0.75,pinball_dreams
EL PRIMO,JANET,STU,10,0.6,pinball_dreams
BERRY,FRANK,GUS,10,0.6,pinball_dreams
HANK,MAISIE,RICO,10,1,pinball_dreams
GRAY,MEEPLE,PENNY,10,0.4,pinball_dreams
DYNAMIKE,LOU,NITA,10,0.6,pinball_dreams
ASH,JUJU,PENNY,10,0.3,pinball_dreams
ASH,MELODIE,STU,10,0.4,pinball_dreams
FRANK,LOU,MORTIS,10,0.8,pinball_dreams
BUSTER,JUJU,STU,10,0.75,pinball_dreams
CARL,GRIFF,MAISIE,10,0.45,pinball_dreams
JANET,OLLIE,STU,10,0.55,pinball_dreams
BARLEY,GRAY,RICO,10,0.2,pinball_dreams
GUS,OLLIE,STU,10,0.6,pinball_dreams
MAISIE,OLLIE,SPIKE,10,1,pinball_dreams
LOU,NITA,STU,10,0.5,pinball_dreams
COLT,MORTIS,STU,10,0.3,pinball_dreams
ASH,LARRY & LAWRIE,RICO,10,0.4,pinball_dreams
LOU,MELODIE,NITA,10,0.2,pinball_dreams
CARL,MORTIS,MR. P,10,0.3,pinball_dreams
FRANK,MAX,SURGE,10,1,pinball_dreams
GUS,LOU,STU,10,0.1,pinball_dreams
OLLIE,PENNY,STU,10,0.75,pinball_dreams
BEA,LARRY & LAWRIE,SAM,10,0.6,pinball_dreams
RICO,SQUEAK,SURGE,10,0,pinball_dreams
CORDELIUS,MAISIE,STU,10,0.4,pinball_dreams
BYRON,GRIFF,OLLIE,10,0.6,pinball_dreams
BUZZ,GRAY,STU,10,0.8,pinball_dreams
CARL,JUJU,MAISIE,10,0.6,pinball_dreams
CARL,LOU,MEEPLE,10,0.2,pinball_dreams
LOU,MAISIE,MR. P,10,1,pinball_dreams
HANK,NITA,STU,10,0.6,pinball_dreams
LOU,MEEPLE,OLLIE,10,0.2,pinball_dreams
JANET,MAX,SAM,10,0.6,pinball_dreams
CARL,CHESTER,MR. P,10,0.75,pinball_dreams
ASH,GUS,SURGE,10,0.7,pinball_dreams
GUS,KENJI,OLLIE,10,0.55,pinball_dreams
GUS,HANK,OLLIE,10,0.8,pinball_dreams
BARLEY,OLLIE,PENNY,10,0.85,pinball_dreams
MORTIS,OLLIE,SURGE,10,0.4,pinball_dreams
ASH,JUJU,POCO,10,0.6,pinball_dreams
BARLEY,CHESTER,MEEPLE,10,0.85,pinball_dreams
GRAY,HANK,JANET,10,0.6,pinball_dreams
BEA,JANET,MAISIE,10,0.6,pinball_dreams
MEEPLE,OLLIE,STU,10,0.8,pinball_dreams
GUS,STU,SURGE,10,0.4,pinball_dreams
ASH,GUS,JANET,10,0.2,pinball_dreams
COLT,GUS,JANET,10,0.2,pinball_dreams
BARLEY,JANET,OLLIE,10,0.7,pinball_dreams
CARL,CHESTER,MAISIE,10,0.6,pinball_dreams
BEA,GRIFF,MEEPLE,10,0.55,pinball_dreams
JANET,LOU,MEEPLE,10,0.9,sneaky_fields
CARL,MR. P,SURGE,10,0.8,sneaky_fields
LOU,MAX,NITA,10,0,sneaky_fields
FRANK,JANET,OTIS,10,0.6,sneaky_fields
CARL,MEEPLE,STU,10,0.8,sneaky_fields
BEA,LARRY & LAWRIE,SQUEAK,10,1,sneaky_fields
OLLIE,PENNY,RICO,10,0.4,sneaky_fields
RICO,SHADE,SURGE,10,0.6,sneaky_fields
FRANK,LOU,OTIS,10,0.4,sneaky_fields
LOU,MR. P,OLLIE,10,0.75,sneaky_fields
CARL,RICO,ROSA,10,0.55,sneaky_fields
BARLEY,BEA,HANK,10,0.5,sneaky_fields
CARL,MAISIE,MR. P,10,0.7,sneaky_fields
BERRY,DARRYL,OTIS,10,0.8,sneaky_fields
CARL,HANK,SURGE,10,0.5,sneaky_fields
EL PRIMO,RICO,SQUEAK,10,0.4,sneaky_fields
BUZZ,LOU,NITA,10,0.4,sneaky_fields
MR. P,OLLIE,STU,10,0.8,sneaky_fields
DYNAMIKE,LOU,RICO,10,0.6,sneaky_fields
CARL,GRIFF,JANET,10,0.25,sneaky_fields
EL PRIMO,MR. P,OLLIE,10,0.4,sneaky_fields
BIBI,JANET,NITA,10,0.7,sneaky_fields
LARRY & LAWRIE,NITA,STU,10,0.3,sneaky_fields
CARL,EL PRIMO,TARA,10,0.2,sneaky_fields
ASH,KENJI,RICO,10,0.5,sneaky_fields
MEEPLE,RICO,SQUEAK,10,0.6,sneaky_fields
JACKY,JUJU,LOU,10,0.55,sneaky_fields
BUSTER,LOU,MEEPLE,10,0.4,sneaky_fields
RICO,SQUEAK,TARA,10,0.45,sneaky_fields
BARLEY,MAX,NITA,10,0.35,sneaky_fields
JACKY,JANET,SQUEAK,10,0.2,sneaky_fields
BEA,CARL,DARRYL,10,0.4,sneaky_fields
LOU,STU,TARA,10,0.2,sneaky_fields
FRANK,HANK,JANET,10,0.3,sneaky_fields
GRIFF,PENNY,STU,10,0.3,sneaky_fields
BUZZ,OTIS,RICO,10,0.5,sneaky_fields
HANK,SANDY,STU,10,0.2,sneaky_fields
BEA,CORDELIUS,RICO,10,0.4,sneaky_fields
BIBI,MAISIE,RICO,10,0.5,sneaky_fields
MR. P,RICO,TARA,10,0,sneaky_fields
OLLIE,SQUEAK,STU,10,0.55,sneaky_fields
ASH,MEEPLE,MR. P,10,1,sneaky_fields
BEA,EMZ,HANK,10,0.65,sneaky_fields
CHESTER,FRANK,MAX,10,0.8,sneaky_fields
BEA,HANK,KENJI,10,0.4,sneaky_fields
BEA,FRANK,MEEPLE,10,0.6,sneaky_fields
CARL,CHESTER,LOU,10,0.3,sneaky_fields
GRIFF,HANK,POCO,10,0.3,sneaky_fields
JANET,NITA,POCO,10,0.6,sneaky_fields
BARLEY,GUS,JANET,10,0.8,sneaky_fields
FRANK,MAX,MEEPLE,10,0.8,sneaky_fields
RICO,SHADE,STU,10,0.5,sneaky_fields
GRIFF,JANET,RICO,10,0.6,sneaky_fields
CARL,LOU,SHELLY,10,0.8,sneaky_fields
LOU,MAX,RICO,10,0.55,sneaky_fields
COLT,JANET,STU,10,0.4,sneaky_fields
EL PRIMO,OLLIE,STU,10,0.65,sneaky_fields
JUJU,MAISIE,RICO,10,0.25,sneaky_fields
ASH,CARL,NITA,10,0.6,sneaky_fields
JUJU,RICO,TARA,10,0.3,sneaky_fields
ASH,JANET,POCO,10,0.8,sneaky_fields
ASH,JANET,SPIKE,10,0.2,sneaky_fields
CARL,MEEPLE,SQUEAK,10,0.8,sneaky_fields
OTIS,STU,SURGE,10,0.6,sneaky_fields
BEA,MEEPLE,RICO,10,0.6,sneaky_fields
JACKY,JANET,TARA,10,0.2,sneaky_fields
LOU,MORTIS,NITA,10,0.6,sneaky_fields
FRANK,MAX,MR. P,10,0.7,sneaky_fields
JANET,OTIS,SQUEAK,10,0.2,sneaky_fields
MAX,OLLIE,POCO,10,0.6,sneaky_fields
CARL,JANET,MEEPLE,10,0.5,sneaky_fields
GRIFF,MAISIE,SURGE,10,0.6,sneaky_fields
RICO,SHELLY,SURGE,10,0.8,sneaky_fields
BEA,BUZZ,MEEPLE,10,0.6,sneaky_fields
MAISIE,MORTIS,SURGE,10,0.6,sneaky_fields
OLLIE,RICO,TARA,10,0.8,sneaky_fields
CARL,JANET,LOU,10,0.6,sneaky_fields
LOU,NITA,POCO,10,0.5,sneaky_fields
EMZ,JANET,RICO,10,0.6,sneaky_fields
MR. P,RICO,STU,10,0.5,sneaky_fields
EL PRIMO,JANET,MEEPLE,10,0.55,sneaky_fields
HANK,MR. P,SURGE,10,0.6,sneaky_fields
JANET,MAISIE,NITA,10,0.6,sneaky_fields
LOU,NITA,SANDY,10,0.5,sneaky_fields
HANK,JANET,NITA,10,0.4,sneaky_fields
JANET,MEEPLE,NITA,10,1,sneaky_fields
BARLEY,OLLIE,RICO,10,0.4,sneaky_fields
ASH,NITA,TARA,10,0.8,sneaky_fields
EL PRIMO,NITA,SQUEAK,10,0.65,sneaky_fields
JANET,MAISIE,MR. P,10,0.4,sneaky_fields
BARLEY,STU,TARA,10,0.7,sneaky_fields
AMBER,BEA,RICO,10,0.4,sneaky_fields
BUZZ,RICO,TARA,10,0.8,sneaky_fields
BEA,JANET,MOE,10,0.6,sneaky_fields
HANK,MEEPLE,STU,10,0.6,sneaky_fields
FRANK,LOU,TARA,10,1,sneaky_fields
ASH,CARL,SANDY,10,0.6,sneaky_fields
BUZZ,CARL,MR. P,10,0.6,sneaky_fields
MR. P,OLLIE,SHELLY,10,1,sneaky_fields
FRANK,SPIKE,STU,10,0.75,sneaky_fields
GRIFF,MEEPLE,NITA,10,0.3,sneaky_fields
ASH,CHESTER,JANET,10,0.4,sneaky_fields
ASH,OLLIE,RICO,10,0.6,sneaky_fields
LOU,MAISIE,OLLIE,10,0.4,sneaky_fields
BEA,CARL,DYNAMIKE,10,0.7,sneaky_fields
LOU,RICO,SPIKE,10,0.3,sneaky_fields
BUZZ,MR. P,NITA,10,0.5,sneaky_fields
BERRY,FRANK,RICO,10,0.6,sneaky_fields
JANET,MAX,SURGE,10,0.2,sneaky_fields
JACKY,SQUEAK,STU,10,0.8,sneaky_fields
JACKY,LOU,SURGE,10,0.8,sneaky_fields
ASH,GUS,JANET,10,0.6,sneaky_fields
BUZZ,PENNY,RICO,10,0.4,sneaky_fields
HANK,JANET,PENNY,10,1,sneaky_fields
BEA,CARL,LARRY & LAWRIE,10,0.4,sneaky_fields
